4.6862,3.2809,9.6376,12.805,1.1431,1.1438,1.8222,5.0145,13.839,0.43633,0.64941,2.4482,8.903,4.5437,1.1682,0.90859,2.1152,7.4724,2.511,0.67801,0.90568,2.0115,2.6023,2.2916,1.9877,1.7838,2.0494,2.0388,2.093,2.5777,1.9742,3
4.2898,4.1045,8.4174,15.778,1.7251,1.7401,2.0998,4.2452,17.897,0.55553,0.74308,2.3232,8.9905,4.5722,1.1577,1.0798,2.5345,8.293,2.6623,0.96919,1.2472,3.0066,3.8712,3.2704,2.752,2.5096,3.3371,2.8092,2.9105,3.5343,2.7614,3
-6.0349,-4.8188,-5.0672,-4.8133,-0.62173,-0.73143,0.28156,-0.65423,-3.0903,2.2042,1.0308,1.435,-5.8882,-7.1222,-0.87742,3.0627,-0.28109,0.35918,-5.0011,4.6342,-2.9757,-1.7531,-5.006,-4.4064,-4.0034,-3.5267,-2.5216,-4.053,-4.0527,-4.7922,-3.7629,1
-5.3773,-7.1671,-4.6232,-4.7769,-8.2401,-8.2034,-8.7733,-9.4605,-8.2078,-7.3268,-4.5282,-9.5008,-4.2612,-4.2325,-7.0716,-3.7992,-7.52,-2.7734,-3.7915,-4.1019,-4.5532,-6.3222,-4.7841,-4.6311,-6.3663,-7.159,-6.3536,-6.6032,-6.778,-6.9787,-6.9949,2
-5.9924,-6.5625,-6.7065,-6.533,-7.6152,-7.83,-7.1807,-8.4341,-10.119,-8.5972,-11.354,-7.9289,-7.0642,-6.2716,-5.1365,-3.8457,-7.3119,-6.8149,-6.8518,-0.51532,-6.2166,-6.8151,-5.0179,-5.0039,-6.7047,-6.5335,-6.8138,-8.6138,-6.7426,-6.6624,-6.7867,3
-6.0349,-4.8188,-5.0672,-4.8133,-0.62173,-0.73143,0.28156,-0.65423,-3.0903,2.2042,1.0308,1.435,-5.8882,-7.1222,-0.87742,3.0627,-0.28109,0.35918,-5.0011,4.6342,-2.9757,-1.7531,-5.006,-4.4064,-4.0034,-3.5267,-2.5216,-4.053,-4.0527,-4.7922,-3.7629,1
-5.3773,-7.1671,-4.6232,-4.7769,-8.2401,-8.2034,-8.7733,-9.4605,-8.2078,-7.3268,-4.5282,-9.5008,-4.2612,-4.2325,-7.0716,-3.7992,-7.52,-2.7734,-3.7915,-4.1019,-4.5532,-6.3222,-4.7841,-4.6311,-6.3663,-7.159,-6.3536,-6.6032,-6.778,-6.9787,-6.9949,2
-5.9924,-6.5625,-6.7065,-6.533,-7.6152,-7.83,-7.1807,-8.4341,-10.119,-8.5972,-11.354,-7.9289,-7.0642,-6.2716,-5.1365,-3.8457,-7.3119,-6.8149,-6.8518,-0.51532,-6.2166,-6.8151,-5.0179,-5.0039,-6.7047,-6.5335,-6.8138,-8.6138,-6.7426,-6.6624,-6.7867,3
-6.0349,-4.8188,-5.0672,-4.8133,-0.62173,-0.73143,0.28156,-0.65423,-3.0903,2.2042,1.0308,1.435,-5.8882,-7.1222,-0.87742,3.0627,-0.28109,0.35918,-5.0011,4.6342,-2.9757,-1.7531,-5.006,-4.4064,-4.0034,-3.5267,-2.5216,-4.053,-4.0527,-4.7922,-3.7629,1
-5.3773,-7.1671,-4.6232,-4.7769,-8.2401,-8.2034,-8.7733,-9.4605,-8.2078,-7.3268,-4.5282,-9.5008,-4.2612,-4.2325,-7.0716,-3.7992,-7.52,-2.7734,-3.7915,-4.1019,-4.5532,-6.3222,-4.7841,-4.6311,-6.3663,-7.159,-6.3536,-6.6032,-6.778,-6.9787,-6.9949,2
-5.9924,-6.5625,-6.7065,-6.533,-7.6152,-7.83,-7.1807,-8.4341,-10.119,-8.5972,-11.354,-7.9289,-7.0642,-6.2716,-5.1365,-3.8457,-7.3119,-6.8149,-6.8518,-0.51532,-6.2166,-6.8151,-5.0179,-5.0039,-6.7047,-6.5335,-6.8138,-8.6138,-6.7426,-6.6624,-6.7867,3
-6.0349,-4.8188,-5.0672,-4.8133,-0.62173,-0.73143,0.28156,-0.65423,-3.0903,2.2042,1.0308,1.435,-5.8882,-7.1222,-0.87742,3.0627,-0.28109,0.35918,-5.0011,4.6342,-2.9757,-1.7531,-5.006,-4.4064,-4.0034,-3.5267,-2.5216,-4.053,-4.0527,-4.7922,-3.7629,1
-5.3773,-7.1671,-4.6232,-4.7769,-8.2401,-8.2034,-8.7733,-9.4605,-8.2078,-7.3268,-4.5282,-9.5008,-4.2612,-4.2325,-7.0716,-3.7992,-7.52,-2.7734,-3.7915,-4.1019,-4.5532,-6.3222,-4.7841,-4.6311,-6.3663,-7.159,-6.3536,-6.6032,-6.778,-6.9787,-6.9949,2
-5.9924,-6.5625,-6.7065,-6.533,-7.6152,-7.83,-7.1807,-8.4341,-10.119,-8.5972,-11.354,-7.9289,-7.0642,-6.2716,-5.1365,-3.8457,-7.3119,-6.8149,-6.8518,-0.51532,-6.2166,-6.8151,-5.0179,-5.0039,-6.7047,-6.5335,-6.8138,-8.6138,-6.7426,-6.6624,-6.7867,3
-6.0349,-4.8188,-5.0672,-4.8133,-0.62173,-0.73143,0.28156,-0.65423,-3.0903,2.2042,1.0308,1.435,-5.8882,-7.1222,-0.87742,3.0627,-0.28109,0.35918,-5.0011,4.6342,-2.9757,-1.7531,-5.006,-4.4064,-4.0034,-3.5267,-2.5216,-4.053,-4.0527,-4.7922,-3.7629,1
-5.3773,-7.1671,-4.6232,-4.7769,-8.2401,-8.2034,-8.7733,-9.4605,-8.2078,-7.3268,-4.5282,-9.5008,-4.2612,-4.2325,-7.0716,-3.7992,-7.52,-2.7734,-3.7915,-4.1019,-4.5532,-6.3222,-4.7841,-4.6311,-6.3663,-7.159,-6.3536,-6.6032,-6.778,-6.9787,-6.9949,2
-5.9924,-6.5625,-6.7065,-6.533,-7.6152,-7.83,-7.1807,-8.4341,-10.119,-8.5972,-11.354,-7.9289,-7.0642,-6.2716,-5.1365,-3.8457,-7.3119,-6.8149,-6.8518,-0.51532,-6.2166,-6.8151,-5.0179,-5.0039,-6.7047,-6.5335,-6.8138,-8.6138,-6.7426,-6.6624,-6.7867,3
-4.8112,-6.5735,-7.2691,-11.131,-11.376,-11.301,-15.361,-14.885,-12.189,-14.509,-19.119,-19.631,-14.85,-12.746,-11.804,-24.655,-19.522,-24.604,-11.74,-11.531,-18.524,-21.059,-14.072,-13.43,-19.19,-18.387,-20.982,-18.328,-18.075,-18.365,-17.852,1
-8.2863,-5.0565,-7.5605,-2.0052,-12.608,-12.036,-4.2589,-86.854,-8.1928,-1.5981,-19.979,-4.9408,-16.154,-14.737,-10.859,-12.557,-3.0751,-12.814,-10.7,-9.713,-15.527,-9.8311,-10.459,-11.791,-7.4795,-7.4514,-9.7597,-6.0987,-6.7551,-8.4569,-7.7067,2
-1.7552,-4.6008,-5.319,-5.6785,-4.1103,-3.8313,-4.6773,-2.845,-8.1918,0.80993,-7.0629,-16.09,-12.424,-13.442,-15.105,-13.082,-8.3658,-18.48,-3.6135,-13.949,-12.106,-12.321,-7.5021,-7.5828,-8.6156,-8.7917,-11.732,0.29862,-9.8616,-6.5568,-8.6886,3
-4.8112,-6.5735,-7.2691,-11.131,-11.376,-11.301,-15.361,-14.885,-12.189,-14.509,-19.119,-19.631,-14.85,-12.746,-11.804,-24.655,-19.522,-24.604,-11.74,-11.531,-18.524,-21.059,-14.072,-13.43,-19.19,-18.387,-20.982,-18.328,-18.075,-18.365,-17.852,1
-8.2863,-5.0565,-7.5605,-2.0052,-12.608,-12.036,-4.2589,-86.854,-8.1928,-1.5981,-19.979,-4.9408,-16.154,-14.737,-10.859,-12.557,-3.0751,-12.814,-10.7,-9.713,-15.527,-9.8311,-10.459,-11.791,-7.4795,-7.4514,-9.7597,-6.0987,-6.7551,-8.4569,-7.7067,2
-1.7552,-4.6008,-5.319,-5.6785,-4.1103,-3.8313,-4.6773,-2.845,-8.1918,0.80993,-7.0629,-16.09,-12.424,-13.442,-15.105,-13.082,-8.3658,-18.48,-3.6135,-13.949,-12.106,-12.321,-7.5021,-7.5828,-8.6156,-8.7917,-11.732,0.29862,-9.8616,-6.5568,-8.6886,3
-4.8112,-6.5735,-7.2691,-11.131,-11.376,-11.301,-15.361,-14.885,-12.189,-14.509,-19.119,-19.631,-14.85,-12.746,-11.804,-24.655,-19.522,-24.604,-11.74,-11.531,-18.524,-21.059,-14.072,-13.43,-19.19,-18.387,-20.982,-18.328,-18.075,-18.365,-17.852,1
-8.2863,-5.0565,-7.5605,-2.0052,-12.608,-12.036,-4.2589,-86.854,-8.1928,-1.5981,-19.979,-4.9408,-16.154,-14.737,-10.859,-12.557,-3.0751,-12.814,-10.7,-9.713,-15.527,-9.8311,-10.459,-11.791,-7.4795,-7.4514,-9.7597,-6.0987,-6.7551,-8.4569,-7.7067,2
-1.7552,-4.6008,-5.319,-5.6785,-4.1103,-3.8313,-4.6773,-2.845,-8.1918,0.80993,-7.0629,-16.09,-12.424,-13.442,-15.105,-13.082,-8.3658,-18.48,-3.6135,-13.949,-12.106,-12.321,-7.5021,-7.5828,-8.6156,-8.7917,-11.732,0.29862,-9.8616,-6.5568,-8.6886,3
-4.8112,-6.5735,-7.2691,-11.131,-11.376,-11.301,-15.361,-14.885,-12.189,-14.509,-19.119,-19.631,-14.85,-12.746,-11.804,-24.655,-19.522,-24.604,-11.74,-11.531,-18.524,-21.059,-14.072,-13.43,-19.19,-18.387,-20.982,-18.328,-18.075,-18.365,-17.852,1
-8.2863,-5.0565,-7.5605,-2.0052,-12.608,-12.036,-4.2589,-86.854,-8.1928,-1.5981,-19.979,-4.9408,-16.154,-14.737,-10.859,-12.557,-3.0751,-12.814,-10.7,-9.713,-15.527,-9.8311,-10.459,-11.791,-7.4795,-7.4514,-9.7597,-6.0987,-6.7551,-8.4569,-7.7067,2
-1.7552,-4.6008,-5.319,-5.6785,-4.1103,-3.8313,-4.6773,-2.845,-8.1918,0.80993,-7.0629,-16.09,-12.424,-13.442,-15.105,-13.082,-8.3658,-18.48,-3.6135,-13.949,-12.106,-12.321,-7.5021,-7.5828,-8.6156,-8.7917,-11.732,0.29862,-9.8616,-6.5568,-8.6886,3
-4.8112,-6.5735,-7.2691,-11.131,-11.376,-11.301,-15.361,-14.885,-12.189,-14.509,-19.119,-19.631,-14.85,-12.746,-11.804,-24.655,-19.522,-24.604,-11.74,-11.531,-18.524,-21.059,-14.072,-13.43,-19.19,-18.387,-20.982,-18.328,-18.075,-18.365,-17.852,1
-8.2863,-5.0565,-7.5605,-2.0052,-12.608,-12.036,-4.2589,-86.854,-8.1928,-1.5981,-19.979,-4.9408,-16.154,-14.737,-10.859,-12.557,-3.0751,-12.814,-10.7,-9.713,-15.527,-9.8311,-10.459,-11.791,-7.4795,-7.4514,-9.7597,-6.0987,-6.7551,-8.4569,-7.7067,2
-1.7552,-4.6008,-5.319,-5.6785,-4.1103,-3.8313,-4.6773,-2.845,-8.1918,0.80993,-7.0629,-16.09,-12.424,-13.442,-15.105,-13.082,-8.3658,-18.48,-3.6135,-13.949,-12.106,-12.321,-7.5021,-7.5828,-8.6156,-8.7917,-11.732,0.29862,-9.8616,-6.5568,-8.6886,3
-6.3355,-5.1155,-5.3136,-4.8633,-0.8876,-0.99522,0.14878,-0.77385,-3.2172,1.9559,0.96383,1.3697,-5.9085,-7.1655,-1.1056,3.0374,-0.30887,0.34287,-5.0921,3.8267,-3.0002,-1.7674,-5.0594,-4.4773,-4.0155,-3.5381,-2.5409,-4.0631,-4.0637,-4.8015,-3.775,1
-5.4693,-7.4165,-4.7357,-5.604,-8.2605,-8.2275,-8.8783,-9.4605,-8.2577,-7.7508,-4.5349,-9.6542,-4.2761,-4.2872,-7.1071,-3.8985,-7.8831,-2.8636,-3.9013,-4.2787,-4.5712,-6.3934,-4.866,-4.6904,-6.5361,-7.2636,-6.4235,-6.8249,-6.961,-7.0561,-7.1069,2
-6.6484,-6.8333,-6.886,-6.6826,-7.7984,-8.0216,-7.4426,-8.6732,-10.174,-9.2636,-11.382,-7.9379,-7.099,-6.2922,-5.1774,-3.9001,-7.368,-6.8236,-7.0877,-0.66797,-6.2465,-6.8513,-5.2287,-5.211,-6.7682,-6.5993,-6.854,-9.2109,-6.7904,-6.8406,-6.8546,3
-6.3355,-5.1155,-5.3136,-4.8633,-0.8876,-0.99522,0.14878,-0.77385,-3.2172,1.9559,0.96383,1.3697,-5.9085,-7.1655,-1.1056,3.0374,-0.30887,0.34287,-5.0921,3.8267,-3.0002,-1.7674,-5.0594,-4.4773,-4.0155,-3.5381,-2.5409,-4.0631,-4.0637,-4.8015,-3.775,1
-5.4693,-7.4165,-4.7357,-5.604,-8.2605,-8.2275,-8.8783,-9.4605,-8.2577,-7.7508,-4.5349,-9.6542,-4.2761,-4.2872,-7.1071,-3.8985,-7.8831,-2.8636,-3.9013,-4.2787,-4.5712,-6.3934,-4.866,-4.6904,-6.5361,-7.2636,-6.4235,-6.8249,-6.961,-7.0561,-7.1069,2
-6.6484,-6.8333,-6.886,-6.6826,-7.7984,-8.0216,-7.4426,-8.6732,-10.174,-9.2636,-11.382,-7.9379,-7.099,-6.2922,-5.1774,-3.9001,-7.368,-6.8236,-7.0877,-0.66797,-6.2465,-6.8513,-5.2287,-5.211,-6.7682,-6.5993,-6.854,-9.2109,-6.7904,-6.8406,-6.8546,3
-6.3355,-5.1155,-5.3136,-4.8633,-0.8876,-0.99522,0.14878,-0.77385,-3.2172,1.9559,0.96383,1.3697,-5.9085,-7.1655,-1.1056,3.0374,-0.30887,0.34287,-5.0921,3.8267,-3.0002,-1.7674,-5.0594,-4.4773,-4.0155,-3.5381,-2.5409,-4.0631,-4.0637,-4.8015,-3.775,1
-5.4693,-7.4165,-4.7357,-5.604,-8.2605,-8.2275,-8.8783,-9.4605,-8.2577,-7.7508,-4.5349,-9.6542,-4.2761,-4.2872,-7.1071,-3.8985,-7.8831,-2.8636,-3.9013,-4.2787,-4.5712,-6.3934,-4.866,-4.6904,-6.5361,-7.2636,-6.4235,-6.8249,-6.961,-7.0561,-7.1069,2
-6.6484,-6.8333,-6.886,-6.6826,-7.7984,-8.0216,-7.4426,-8.6732,-10.174,-9.2636,-11.382,-7.9379,-7.099,-6.2922,-5.1774,-3.9001,-7.368,-6.8236,-7.0877,-0.66797,-6.2465,-6.8513,-5.2287,-5.211,-6.7682,-6.5993,-6.854,-9.2109,-6.7904,-6.8406,-6.8546,3
-6.3355,-5.1155,-5.3136,-4.8633,-0.8876,-0.99522,0.14878,-0.77385,-3.2172,1.9559,0.96383,1.3697,-5.9085,-7.1655,-1.1056,3.0374,-0.30887,0.34287,-5.0921,3.8267,-3.0002,-1.7674,-5.0594,-4.4773,-4.0155,-3.5381,-2.5409,-4.0631,-4.0637,-4.8015,-3.775,1
-5.4693,-7.4165,-4.7357,-5.604,-8.2605,-8.2275,-8.8783,-9.4605,-8.2577,-7.7508,-4.5349,-9.6542,-4.2761,-4.2872,-7.1071,-3.8985,-7.8831,-2.8636,-3.9013,-4.2787,-4.5712,-6.3934,-4.866,-4.6904,-6.5361,-7.2636,-6.4235,-6.8249,-6.961,-7.0561,-7.1069,2
-6.6484,-6.8333,-6.886,-6.6826,-7.7984,-8.0216,-7.4426,-8.6732,-10.174,-9.2636,-11.382,-7.9379,-7.099,-6.2922,-5.1774,-3.9001,-7.368,-6.8236,-7.0877,-0.66797,-6.2465,-6.8513,-5.2287,-5.211,-6.7682,-6.5993,-6.854,-9.2109,-6.7904,-6.8406,-6.8546,3
-6.3355,-5.1155,-5.3136,-4.8633,-0.8876,-0.99522,0.14878,-0.77385,-3.2172,1.9559,0.96383,1.3697,-5.9085,-7.1655,-1.1056,3.0374,-0.30887,0.34287,-5.0921,3.8267,-3.0002,-1.7674,-5.0594,-4.4773,-4.0155,-3.5381,-2.5409,-4.0631,-4.0637,-4.8015,-3.775,1
-5.4693,-7.4165,-4.7357,-5.604,-8.2605,-8.2275,-8.8783,-9.4605,-8.2577,-7.7508,-4.5349,-9.6542,-4.2761,-4.2872,-7.1071,-3.8985,-7.8831,-2.8636,-3.9013,-4.2787,-4.5712,-6.3934,-4.866,-4.6904,-6.5361,-7.2636,-6.4235,-6.8249,-6.961,-7.0561,-7.1069,2
-6.6484,-6.8333,-6.886,-6.6826,-7.7984,-8.0216,-7.4426,-8.6732,-10.174,-9.2636,-11.382,-7.9379,-7.099,-6.2922,-5.1774,-3.9001,-7.368,-6.8236,-7.0877,-0.66797,-6.2465,-6.8513,-5.2287,-5.211,-6.7682,-6.5993,-6.854,-9.2109,-6.7904,-6.8406,-6.8546,3
